,text,centroids_id,dist_score,avg_dist_score
58,"หวัดดีครับ
",0,0.8660254037844387,0.8660254037844387
19,"อรุณสวัสดิ์ค่ะ :)
",0,0.8660254037844387,0.8660254037844387
17,"เปิดเรียนปีการศึกษาละกี่เทอมคะ
",0,0.8660254037844386,0.8660254037844387
11,"เปิดเทอมวันไหน 
",0,0.8660254037844386,0.8660254037844387
0,"สวัสดีค่ะ 
",1,2.2363303936170177e-16,2.2363303936170177e-16
26,"สวัสดีครับ
",1,2.2363303936170177e-16,2.2363303936170177e-16
30,"สวัสดี
",1,2.2363303936170177e-16,2.2363303936170177e-16
15,"สวัสดี
",1,2.2363303936170177e-16,2.2363303936170177e-16
25,"สวัสดีค่ะ
",1,2.2363303936170177e-16,2.2363303936170177e-16
41,"สวัสดี
",1,2.2363303936170177e-16,2.2363303936170177e-16
48,"สวัสดีครับ
",1,2.2363303936170177e-16,2.2363303936170177e-16
59,"สวัสดีครับ
",1,2.2363303936170177e-16,2.2363303936170177e-16
24,"สวัสดีจ้า
",1,2.2363303936170177e-16,2.2363303936170177e-16
39,"ขอรายวิชาในสาขาหน่อย
",2,0.8691852200916016,0.8055912280647324
16,"สวัสดีครับ ตึกสาขาตั้งอยู่ตรงไหนครับ
",2,0.8561884807257719,0.8055912280647324
36,"ตึกสาขาอยู่ที่ไหนครับ
",2,0.8494691822074758,0.8055912280647324
52,"ขอเว็บไซต์คณะหน่อยหน่อยครับ
",2,0.8992504828968215,0.8055912280647324
56,"ขอลิ้งค์เว็บไซต์สาขาหน่อย
",2,0.7130459942363262,0.8055912280647324
28,"ขอเว็บไซต์สาขาหน่อย
",2,0.622835148878532,0.8055912280647324
44,"ขอเว็บสาขาหน่อย
",2,0.8291640874165974,0.8055912280647324
8,"ค่าหอเท่าไหร่คะ
",3,0.22245788259123248,0.29661051012164336
37,"ค่าหอเท่าไหร่
",3,0.22245788259123248,0.29661051012164336
51,"ค่าหอราคาเท่าไหร่ครับ
",3,0.444915765182465,0.29661051012164336
43,"ขอรายละเอียดหลักสูตรหน่อย
",4,0.7631522759024062,0.6600548201810086
46,"ขอสอบถามเรื่องหลักสูตรของสาขาวิชานี้หน่อยค่ะ
",4,0.8618593475077225,0.6600548201810086
31,"ขอข้อมูลหลักสูตรหน่อย 
",4,0.5076038286569529,0.6600548201810086
1,"ขอข้อมูลหลักสูตรหน่อยค่ะ
",4,0.5076038286569529,0.6600548201810086
22,"เรียนยากไหม
",5,0.25912344119019765,0.4683481023827996
60,"เรียนยากไหม
",5,0.25912344119019765,0.4683481023827996
57,"สาขานี้เรียนยากไหม
",5,0.7215806023506998,0.4683481023827996
53,"เรียนยากไหม
",5,0.25912344119019765,0.4683481023827996
42,"เรียนยากไหมครับ
",5,0.25912344119019765,0.4683481023827996
9,"เรียนยากมั้ยคะ 
",5,0.6581841105685012,0.4683481023827996
27,"เรียนยากไหม
",5,0.25912344119019765,0.4683481023827996
20,"สนใจเรียนสมัครอย่างไรคะ
",5,1.0714029001922074,0.4683481023827996
47,"ค่าเทอมเทอมละกี่บาทคะ
",6,0.5775190981150821,0.6757415095357385
29,"ค่าเทอมเท่าไหร่
",6,0.5308448542631121,0.6757415095357385
3,"ค่าเทอมกี่บาท
",6,0.6345801956950475,0.6757415095357385
49,"ค่าเทอม เทอมละเท่าไหร่ครับ
",6,0.5539576588487141,0.6757415095357385
45,"ค่าเทอมเท่าไหร่ครับ 
",6,0.5308448542631121,0.6757415095357385
62,"ค่าเทอมเท่าไหร่
",6,0.5308448542631121,0.6757415095357385
38,"ค่าเทอมกี่บาท
",6,0.6345801956950475,0.6757415095357385
18,"ค่าเทอมลดกี่เปอเซ็นคะช่วงโควิด
",6,0.9276129959051103,0.6757415095357385
40,"เทอมนี้มีวิชาอะไรบ้าง 
",6,0.971025830729269,0.6757415095357385
35,"สวัสดีค่ะ ขอสอบถามเรื่องค่าเทอมหน่อยค่ะ
",6,0.8656045575797785,0.6757415095357385
54,"จบไปทำอะไร 
",7,0.5858369915152751,0.585836991515275
6,"เรียนจบไปทำงานอะไร
",7,0.585836991515275,0.585836991515275
14,"สายศิลป์เรียนได้ไหม
",8,0.555027630981939,0.5550276309819391
13,"จบอะไรถึงเรียนได้คะ
",8,0.5550276309819391,0.5550276309819391
33,"มีหอพักไหมครับ
",9,0.6416050004637682,0.7116609825858452
7,"มีหอพักสำหรับนักศึกษามั้ยคะ
",9,0.7740742941863771,0.7116609825858452
23,"ขอระเบียบการดรอปเรียนหน่อยค่ะ
",9,0.8877938722942356,0.7116609825858452
10,"ขอระเบียบการหอพัก
",9,0.5431707633989997,0.7116609825858452
34,"เรียนกี่ปีครับ
",10,0.4609567541658634,0.5483563343896867
4,"เรียนแมทกี่ตัว
",10,0.8599582893914541,0.5483563343896867
61,"กี่ปีจบ
",10,0.5036637268500059,0.5483563343896867
2,"เรียนกี่ปีจบ
",10,0.36884656715142305,0.5483563343896867
55,"ขอดูหลักสูตรหน่อย 
",11,0.0,0.0
32,"ขอดูหลักสูตรหน่อย
",11,0.0,0.0
5,"มีที่พักไหมคะ
",12,0.0,0.0
50,"มีที่พักไหมครับ
",12,0.0,0.0
21,"ขอเว็ปมหาลัยหน่อยจ้า
",13,0.0,0.0
12,"Hi
",14,0.0,0.0
