,text,centroids_id,dist_score,avg_dist
0,"สวัสดีค่ะ 
",0,1.1330073516008552e-16,1.133007351600855e-16
106,"สวัสดี
",0,1.1330073516008552e-16,1.133007351600855e-16
75,"สวัสดีค่ะ
",0,1.1330073516008552e-16,1.133007351600855e-16
6,"สวัสดีครับ
",0,1.1330073516008552e-16,1.133007351600855e-16
43,"สวัสดี
",0,1.1330073516008552e-16,1.133007351600855e-16
3,"สวัสดีค่ะ
",0,1.1330073516008552e-16,1.133007351600855e-16
40,"มีไรกินมั่ง
",1,0.5562315324452379,0.5777385408679506
1,"กินไรดี
",1,0.5172674860497539,0.5777385408679506
77,"มีไรให้ทานบ้าง
",1,0.6597166041088601,0.5777385408679506
76,"หิวจังงงง
",2,0.6179252151977668,0.6124021724013152
128,"หิวจังเลย
",2,0.5445840471045725,0.6124021724013152
2,"หิวว
",2,0.6746972549016064,0.6124021724013152
145,"ทักกก
",3,0.5419422980872904,0.4190554982822289
39,"ทักค่ะ 
",3,0.2784594848524097,0.4190554982822289
4,"ทักค่ะ
",3,0.2784594848524097,0.4190554982822289
79,"ทักค่า
",3,0.5773607253368057,0.4190554982822289
35,"ขอสั่งน้ำหน่อยค่า
",4,0.5410058771804039,0.5410058771804039
5,"สวัสดีค่า
",4,0.5410058771804039,0.5410058771804039
7,"hello
",5,0.9223748153991859,0.9028446788436124
134,"ฮัลโหลลล 
",5,0.922374815399186,0.9028446788436124
154,"ของคาวดีมาก
",5,0.9223748153991861,0.9028446788436124
104,"แกงเลียงรสชาติกลมกล่อมสุดๆ 
",5,0.8637844057324652,0.9028446788436124
175,"บรรยากาศสบาย
",5,0.9223748153991861,0.9028446788436124
162,"อาหารรสชาติงั้นๆ
",5,0.8637844057324651,0.9028446788436124
59,"มีอะไรแนะนำบ้างคะ
",6,0.5948098636011069,0.3899308692293476
8,"มีเมนูแนะนำไหมครับ
",6,0.25684594741976313,0.3899308692293476
25,"เมนูแนะนำ
",6,0.25684594741976313,0.3899308692293476
100," มีเมนูแนะนำมั้ยคะ 
",6,0.4512217184767573,0.3899308692293476
9,"ผัดเผ็ดปลาดุกครับ
",7,0.5856961788068445,0.5856961788068445
49,"แกงส้มเผ็ดจัง
",7,0.5856961788068445,0.5856961788068445
10,"มีลาบกุ้งค่ะ
",8,0.0,0.0
16,"เปิดกี่โมงคะ
",9,0.3505848045672638,0.34339056134856527
95,"ร้านเปิดกี่
",9,0.4602928169790601,0.34339056134856527
11,"ร้านเปิดกี่โมง
",9,0.21929406249937203,0.34339056134856527
12,"ร้านปิดกี่โมง
",10,0.16774087226468684,0.1677408722646868
17,"ปิดกี่โมง
",10,0.1677408722646868,0.1677408722646868
13,"ร้านอยู่ที่ไหน 
",11,0.30231875952338183,0.4030916793645091
20,"ร้านอยู่ที่ไหนคะ 
",11,0.30231875952338183,0.4030916793645091
120,"ร้านอยู่ไหน 
",11,0.6046375190467637,0.4030916793645091
14,"ทางร้านจัดส่งเวลาใดบ้าง
",12,0.6086737828841051,0.6086737828841052
15,"มีค่าบริการจัดส่งอย่างไร
",12,0.6086737828841053,0.6086737828841052
150,"สั่งวันนี้ได้กินวันไหน ช้ามาก
",13,0.5183068326084936,0.5183068326084936
18,"ร้านเปิดวันไหนบ้าง 
",13,0.5183068326084938,0.5183068326084936
